District,KDG_District,Original Maize Production Value,Perturbation,Factor,New Maize Production Values,Percentage Change,Change,Initial Stress,Initial Stability,Stress,Stability
KOLAR,Kolar,5810.0,-10,AreaUnderOilSeeds_GroundNut,5229,-10.0,-581.0,0.031221290557783443,0.9687787094422166,0.035847232293932794,0.9641527677060672
CHIKKABALLAPURA,Chikkaballapura,7132.0,-10,AreaUnderOilSeeds_GroundNut,5815,-18.466068424004487,-1317.0,0.11785636164783082,0.8821436383521691,0.12481938065694409,0.8751806193430559
SHIVAMOGGA,Shivamogga,248.0,-10,AreaUnderOilSeeds_GroundNut,218,-12.096774193548388,-30.0,0.13129566168428727,0.8687043383157127,0.136008379663202,0.863991620336798
TUMAKURU,Tumakuru,39626.0,-10,AreaUnderOilSeeds_GroundNut,35259,-11.020542068338969,-4367.0,0.39828758918806306,0.6017124108119369,0.3896382241559906,0.6103617758440094
CHIKKAMAGALURU,Chikkamagaluru,3909.0,-10,AreaUnderOilSeeds_GroundNut,3502,-10.411870043489383,-407.0,0.21211811884797666,0.7878818811520234,0.21302991585805214,0.7869700841419478
DAKSHINA KANNADA,Dakshina Kannada,0.0,-10,AreaUnderOilSeeds_GroundNut,0,,0.0,0.02952242070725483,0.9704775792927451,0.03021110305374265,0.9697888969462574
UDUPI,Udupi,3623.0,-10,AreaUnderOilSeeds_GroundNut,3496,-3.5053822798785537,-127.0,0.023733138899015675,0.9762668611009844,0.026500684876319396,0.9734993151236806
HASSAN,Hassan,521.0,-10,AreaUnderOilSeeds_GroundNut,461,-11.516314779270633,-60.0,0.10607607242678335,0.8939239275732167,0.10465178739290414,0.8953482126070959
KODAGU,Kodagu,45.0,-10,AreaUnderOilSeeds_GroundNut,40,-11.11111111111111,-5.0,0.012424352898286549,0.9875756471017134,0.01259635269787554,0.9874036473021245
MANDYA,Mandya,1021.0,-10,AreaUnderOilSeeds_GroundNut,926,-9.30460333006856,-95.0,0.14847685016405396,0.851523149835946,0.14735637740713886,0.8526436225928611
MYSURU,Mysuru,2170.0,-10,AreaUnderOilSeeds_GroundNut,2004,-7.649769585253456,-166.0,0.006467371491068172,0.9935326285089319,0.005765047135605515,0.9942349528643945
CHAMARAJANAGAR,Chamarajanagara,8867.0,-10,AreaUnderOilSeeds_GroundNut,8020,-9.552272470959739,-847.0,0.09031474055170738,0.9096852594482926,0.0887545994144979,0.9112454005855021
BELAGAVI,Belagavi,39530.0,-10,AreaUnderOilSeeds_GroundNut,36870,-6.729066531748039,-2660.0,0.2576536638716733,0.7423463361283267,0.2717363629038755,0.7282636370961245
VIJAYAPURA,Vijayapura,27528.0,-10,AreaUnderOilSeeds_GroundNut,25766,-6.400755594303982,-1762.0,0.032545388261028096,0.967454611738972,0.03436628797034885,0.9656337120296512
BAGALKOT,Bagalkote,25444.0,-10,AreaUnderOilSeeds_GroundNut,23572,-7.357333752554631,-1872.0,0.0819832300401021,0.9180167699598979,0.08804769962130371,0.9119523003786962
DHARAWAD,Dharwad,21178.0,-10,AreaUnderOilSeeds_GroundNut,18608,-12.135234677495514,-2570.0,0.030200510390083868,0.9697994896099161,0.046623962613810355,0.9533760373861897
GADAG,Gadag,31332.0,-10,AreaUnderOilSeeds_GroundNut,28405,-9.341886888803778,-2927.0,0.08125410134888805,0.9187458986511119,0.07537322881775388,0.9246267711822461
HAVERI,Haveri,18309.0,-10,AreaUnderOilSeeds_GroundNut,17044,-6.90917035337812,-1265.0,0.0189802614447164,0.9810197385552836,0.0270244138264443,0.9729755861735557
UTTARA KANNADA,Uttara Kannada,3825.0,-10,AreaUnderOilSeeds_GroundNut,3686,-3.633986928104575,-139.0,0.18596573095151295,0.8140342690484871,0.1863056965595037,0.8136943034404963
BALLARI,Ballari,22938.5,-10,AreaUnderOilSeeds_GroundNut,20545,-10.43442247749417,-2393.5,0.11273787823550857,0.8872621217644914,0.12416174591664075,0.8758382540833592
BIDAR,Bidar,261.0,-10,AreaUnderOilSeeds_GroundNut,246,-5.747126436781609,-15.0,0.04160408312067079,0.9583959168793292,0.04325195391185239,0.9567480460881476
KALABURAGI,Kalaburagi,3114.0,-10,AreaUnderOilSeeds_GroundNut,2930,-5.908798972382788,-184.0,0.24246931583424478,0.7575306841657552,0.25133080869121477,0.7486691913087853
YADGIRI,Yadgir,31435.0,-10,AreaUnderOilSeeds_GroundNut,29567,-5.942420868458724,-1868.0,0.17841779074006564,0.8215822092599343,0.1868074020358284,0.8131925979641716
RAICHUR,Raichur,26958.0,-10,AreaUnderOilSeeds_GroundNut,25228,-6.417390014096001,-1730.0,0.007400656215822088,0.9925993437841779,0.007154943195552432,0.9928450568044476
KOPPAL,Koppal,29982.0,-10,AreaUnderOilSeeds_GroundNut,28910,-3.5754786205056366,-1072.0,0.0592023332118119,0.9407976667881881,0.08461848360325513,0.9153815163967449
VIJAYANAGARA,Vijayanagara,22938.5,-10,AreaUnderOilSeeds_GroundNut,20545,-10.43442247749417,-2393.5,0.12175841536031112,0.8782415846396889,0.13227781806462008,0.86772218193538
BENGALURU,Bengaluru Urban,71.0,-10,MotorVehicles_Tractors,42,-40.845070422535215,-29.0,0.03568355814801312,0.9643164418519868,0.03424964040274892,0.9657503595972511
BENGALURU(R),Bengaluru Rural,206.0,-10,MotorVehicles_Tractors,202,-1.9417475728155338,-4.0,0.16460517681370762,0.8353948231862924,0.1525235735975707,0.8474764264024293
RAMANAGARA,Ramanagara,4830.0,-10,MotorVehicles_Tractors,4168,-13.706004140786748,-662.0,0.07478235508567264,0.9252176449143273,0.07588301102764902,0.924116988972351
CHITRADURGA,Chitradurga,68575.0,-10,MotorVehicles_Tractors,62570,-8.75683558148013,-6005.0,0.6908377688662048,0.30916223113379515,0.6970912577912738,0.3029087422087262
DAVANAGERE,Davanagere,16592.0,-10,MotorVehicles_Tractors,15608,-5.930568948891032,-984.0,0.09081540891967432,0.9091845910803257,0.08351180011720205,0.916488199882798
KOLAR,Kolar,5810.0,-10,MotorVehicles_Tractors,3474,-40.2065404475043,-2336.0,0.031221290557783443,0.9687787094422166,0.004435032763305098,0.9955649672366949
CHIKKABALLAPURA,Chikkaballapura,7132.0,-10,MotorVehicles_Tractors,6191,-13.194054963544588,-941.0,0.11785636164783082,0.8821436383521691,0.10630760215225614,0.8936923978477439
SHIVAMOGGA,Shivamogga,248.0,-10,MotorVehicles_Tractors,232,-6.451612903225806,-16.0,0.13129566168428727,0.8687043383157127,0.1366405625699217,0.8633594374300784
TUMAKURU,Tumakuru,39626.0,-10,MotorVehicles_Tractors,34852,-12.047645485287438,-4774.0,0.39828758918806306,0.6017124108119369,0.37921870362337035,0.6207812963766297
CHIKKAMAGALURU,Chikkamagaluru,3909.0,-10,MotorVehicles_Tractors,3313,-15.246866206190843,-596.0,0.21211811884797666,0.7878818811520234,0.2144021553003493,0.7855978446996507
DAKSHINA KANNADA,Dakshina Kannada,0.0,-10,MotorVehicles_Tractors,0,,0.0,0.02952242070725483,0.9704775792927451,0.02870784721112354,0.9712921527888765
UDUPI,Udupi,3623.0,-10,MotorVehicles_Tractors,3358,-7.314380347778085,-265.0,0.023733138899015675,0.9762668611009844,0.02457647434872942,0.9754235256512706
HASSAN,Hassan,521.0,-10,MotorVehicles_Tractors,477,-8.445297504798464,-44.0,0.10607607242678335,0.8939239275732167,0.1019764530392627,0.8980235469607373
KODAGU,Kodagu,45.0,-10,MotorVehicles_Tractors,37,-17.77777777777778,-8.0,0.012424352898286549,0.9875756471017134,0.012577912737733739,0.9874220872622662
MANDYA,Mandya,1021.0,-10,MotorVehicles_Tractors,949,-7.051909892262488,-72.0,0.14847685016405396,0.851523149835946,0.14474029087422086,0.8552597091257792
MYSURU,Mysuru,2170.0,-10,MotorVehicles_Tractors,1995,-8.064516129032258,-175.0,0.006467371491068172,0.9935326285089319,0.008062969474188907,0.9919370305258111
CHAMARAJANAGAR,Chamarajanagara,8867.0,-10,MotorVehicles_Tractors,8535,-3.744220142099921,-332.0,0.09031474055170738,0.9096852594482926,0.09851899206222364,0.9014810079377764
BELAGAVI,Belagavi,39530.0,-10,MotorVehicles_Tractors,38001,-3.8679483936250945,-1529.0,0.2576536638716733,0.7423463361283267,0.277315007191945,0.722684992808055
VIJAYAPURA,Vijayapura,27528.0,-10,MotorVehicles_Tractors,26489,-3.7743388549840162,-1039.0,0.032545388261028096,0.967454611738972,0.03873741409621223,0.9612625859037878
BAGALKOT,Bagalkote,25444.0,-10,MotorVehicles_Tractors,24263,-4.64156579154221,-1181.0,0.0819832300401021,0.9180167699598979,0.08223429758670292,0.917765702413297
DHARAWAD,Dharwad,21178.0,-10,MotorVehicles_Tractors,20146,-4.872981395788082,-1032.0,0.030200510390083868,0.9697994896099161,0.030601726066805224,0.9693982739331948
GADAG,Gadag,31332.0,-10,MotorVehicles_Tractors,28613,-8.678028852291588,-2719.0,0.08125410134888805,0.9187458986511119,0.06921847530765546,0.9307815246923445
HAVERI,Haveri,18309.0,-10,MotorVehicles_Tractors,17893,-2.272106614233437,-416.0,0.0189802614447164,0.9810197385552836,0.036356994451928165,0.9636430055480718
UTTARA KANNADA,Uttara Kannada,3825.0,-10,MotorVehicles_Tractors,3736,-2.3267973856209148,-89.0,0.18596573095151295,0.8140342690484871,0.1948217995844654,0.8051782004155346
BALLARI,Ballari,22938.5,-10,MotorVehicles_Tractors,20496,-10.648037142794864,-2442.5,0.11273787823550857,0.8872621217644914,0.127050845909724,0.8729491540902761
BIDAR,Bidar,261.0,-10,MotorVehicles_Tractors,244,-6.513409961685824,-17.0,0.04160408312067079,0.9583959168793292,0.04337541953012626,0.9566245804698738
KALABURAGI,Kalaburagi,3114.0,-10,MotorVehicles_Tractors,2958,-5.009633911368015,-156.0,0.24246931583424478,0.7575306841657552,0.25413137286239407,0.7458686271376059
YADGIRI,Yadgir,31435.0,-10,MotorVehicles_Tractors,29844,-5.061237474153015,-1591.0,0.17841779074006564,0.8215822092599343,0.18552554472324329,0.8144744552767567
RAICHUR,Raichur,26958.0,-10,MotorVehicles_Tractors,25260,-6.298686846205208,-1698.0,0.007400656215822088,0.9925993437841779,0.01109477385328439,0.9889052261467156
KOPPAL,Koppal,29982.0,-10,MotorVehicles_Tractors,28679,-4.345940897872056,-1303.0,0.0592023332118119,0.9407976667881881,0.07756752437270253,0.9224324756272975
VIJAYANAGARA,Vijayanagara,22938.5,-10,MotorVehicles_Tractors,20496,-10.648037142794864,-2442.5,0.12175841536031112,0.8782415846396889,0.13553619945660866,0.8644638005433913
BENGALURU,Bengaluru Urban,71.0,-10,LivestockCensus_2012_Sheep,67,-5.633802816901409,-4.0,0.03568355814801312,0.9643164418519868,0.03784283760958739,0.9621571623904126
BENGALURU(R),Bengaluru Rural,206.0,-10,LivestockCensus_2012_Sheep,197,-4.368932038834951,-9.0,0.16460517681370762,0.8353948231862924,0.16152175661545884,0.8384782433845411
RAMANAGARA,Ramanagara,4830.0,-10,LivestockCensus_2012_Sheep,4642,-3.8923395445134576,-188.0,0.07478235508567264,0.9252176449143273,0.06947317622456363,0.9305268237754364
CHITRADURGA,Chitradurga,68575.0,-10,LivestockCensus_2012_Sheep,62165,-9.34742982136347,-6410.0,0.6908377688662048,0.30916223113379515,0.6887444703611356,0.3112555296388644
DAVANAGERE,Davanagere,16592.0,-10,LivestockCensus_2012_Sheep,16371,-1.331967213114754,-221.0,0.09081540891967432,0.9091845910803257,0.0720046113836833,0.9279953886163167
KOLAR,Kolar,5810.0,-10,LivestockCensus_2012_Sheep,4507,-22.42685025817556,-1303.0,0.031221290557783443,0.9687787094422166,0.019609104801737318,0.9803908951982627
CHIKKABALLAPURA,Chikkaballapura,7132.0,-10,LivestockCensus_2012_Sheep,6379,-10.558048233314638,-753.0,0.11785636164783082,0.8821436383521691,0.11347221105123462,0.8865277889487654
SHIVAMOGGA,Shivamogga,248.0,-10,LivestockCensus_2012_Sheep,247,-0.4032258064516129,-1.0,0.13129566168428727,0.8687043383157127,0.14200916914662592,0.8579908308533741
TUMAKURU,Tumakuru,39626.0,-10,LivestockCensus_2012_Sheep,35595,-10.172613940342199,-4031.0,0.39828758918806306,0.6017124108119369,0.3923567464466684,0.6076432535533316
CHIKKAMAGALURU,Chikkamagaluru,3909.0,-10,LivestockCensus_2012_Sheep,3672,-6.062931696085956,-237.0,0.21211811884797666,0.7878818811520234,0.2132458549252565,0.7867541450747435
DAKSHINA KANNADA,Dakshina Kannada,0.0,-10,LivestockCensus_2012_Sheep,0,,0.0,0.02952242070725483,0.9704775792927451,0.03151693074881364,0.9684830692511863
UDUPI,Udupi,3623.0,-10,LivestockCensus_2012_Sheep,3622,-0.02760143527463428,-1.0,0.023733138899015675,0.9762668611009844,0.02714549987935333,0.9728545001206467
HASSAN,Hassan,521.0,-10,LivestockCensus_2012_Sheep,499,-4.222648752399232,-22.0,0.10607607242678335,0.8939239275732167,0.10517976353253439,0.8948202364674656
KODAGU,Kodagu,45.0,-10,LivestockCensus_2012_Sheep,44,-2.2222222222222223,-1.0,0.012424352898286549,0.9875756471017134,0.012901150164883777,0.9870988498351162
MANDYA,Mandya,1021.0,-10,LivestockCensus_2012_Sheep,875,-14.299706170421157,-146.0,0.14847685016405396,0.851523149835946,0.14950534866886517,0.8504946513311349
MYSURU,Mysuru,2170.0,-10,LivestockCensus_2012_Sheep,2039,-6.0368663594470044,-131.0,0.006467371491068172,0.9935326285089319,0.005356711976192391,0.9946432880238076
CHAMARAJANAGAR,Chamarajanagara,8867.0,-10,LivestockCensus_2012_Sheep,8070,-8.988383895342281,-797.0,0.09031474055170738,0.9096852594482926,0.08929998123274083,0.9107000187672591
BELAGAVI,Belagavi,39530.0,-10,LivestockCensus_2012_Sheep,37925,-4.060207437389325,-1605.0,0.2576536638716733,0.7423463361283267,0.2742089600257379,0.7257910399742621
VIJAYAPURA,Vijayapura,27528.0,-10,LivestockCensus_2012_Sheep,26728,-2.906131938390003,-800.0,0.032545388261028096,0.967454611738972,0.04713263090163278,0.9528673690983672
BAGALKOT,Bagalkote,25444.0,-10,LivestockCensus_2012_Sheep,23225,-8.721113032542053,-2219.0,0.0819832300401021,0.9180167699598979,0.10475026140110993,0.89524973859889
DHARAWAD,Dharwad,21178.0,-10,LivestockCensus_2012_Sheep,20848,-1.5582207951647937,-330.0,0.030200510390083868,0.9697994896099161,0.024197699670232442,0.9758023003297676
GADAG,Gadag,31332.0,-10,LivestockCensus_2012_Sheep,29774,-4.972552023490361,-1558.0,0.08125410134888805,0.9187458986511119,0.08914524709586241,0.9108547529041375
HAVERI,Haveri,18309.0,-10,LivestockCensus_2012_Sheep,17891,-2.283030203724944,-418.0,0.0189802614447164,0.9810197385552836,0.030035274787144794,0.9699647252128552
UTTARA KANNADA,Uttara Kannada,3825.0,-10,LivestockCensus_2012_Sheep,3819,-0.1568627450980392,-6.0,0.18596573095151295,0.8140342690484871,0.19766106329928415,0.8023389367007159
BALLARI,Ballari,22938.5,-10,LivestockCensus_2012_Sheep,20554,-10.395187130806287,-2384.5,0.11273787823550857,0.8872621217644914,0.13129574519424103,0.868704254805759
BIDAR,Bidar,261.0,-10,LivestockCensus_2012_Sheep,252,-3.4482758620689653,-9.0,0.04160408312067079,0.9583959168793292,0.04555618113086141,0.9544438188691385
KALABURAGI,Kalaburagi,3114.0,-10,LivestockCensus_2012_Sheep,3084,-0.9633911368015413,-30.0,0.24246931583424478,0.7575306841657552,0.2512453416981688,0.7487546583018312
YADGIRI,Yadgir,31435.0,-10,LivestockCensus_2012_Sheep,29128,-7.3389533958962945,-2307.0,0.17841779074006564,0.8215822092599343,0.1712860934609507,0.8287139065390493
RAICHUR,Raichur,26958.0,-10,LivestockCensus_2012_Sheep,25628,-4.933600415461088,-1330.0,0.007400656215822088,0.9925993437841779,0.000398938309338015,0.999601061690662
KOPPAL,Koppal,29982.0,-10,LivestockCensus_2012_Sheep,28629,-4.512707624574745,-1353.0,0.0592023332118119,0.9407976667881881,0.07531569210970801,0.924684307890292
VIJAYANAGARA,Vijayanagara,22938.5,-10,LivestockCensus_2012_Sheep,20554,-10.395187130806287,-2384.5,0.12175841536031112,0.8782415846396889,0.1395747875278157,0.8604252124721843
BENGALURU,Bengaluru Urban,71.0,20,TotalNPK,124,74.64788732394366,53.0,0.03568355814801312,0.9643164418519868,0.03265219242230736,0.9673478075776927
BENGALURU(R),Bengaluru Rural,206.0,20,TotalNPK,278,34.95145631067961,72.0,0.16460517681370762,0.8353948231862924,0.17291978349449613,0.8270802165055039
RAMANAGARA,Ramanagara,4830.0,20,TotalNPK,5339,10.538302277432713,509.0,0.07478235508567264,0.9252176449143273,0.07903180684789882,0.9209681931521012
CHITRADURGA,Chitradurga,68575.0,20,TotalNPK,82215,19.890630696317903,13640.0,0.6908377688662048,0.30916223113379515,0.6972401629872894,0.3027598370127106
DAVANAGERE,Davanagere,16592.0,20,TotalNPK,20157,21.48625843780135,3565.0,0.09081540891967432,0.9091845910803257,0.07758316608891322,0.9224168339110868
KOLAR,Kolar,5810.0,20,TotalNPK,9428,62.27194492254733,3618.0,0.031221290557783443,0.9687787094422166,0.05289180806422186,0.9471081919357781
CHIKKABALLAPURA,Chikkaballapura,7132.0,20,TotalNPK,9881,38.54458777341559,2749.0,0.11785636164783082,0.8821436383521691,0.11256664436741066,0.8874333556325893
SHIVAMOGGA,Shivamogga,248.0,20,TotalNPK,304,22.58064516129032,56.0,0.13129566168428727,0.8687043383157127,0.12594781974092317,0.8740521802590768
TUMAKURU,Tumakuru,39626.0,20,TotalNPK,47701,20.378034623731896,8075.0,0.39828758918806306,0.6017124108119369,0.3984309432585295,0.6015690567414704
CHIKKAMAGALURU,Chikkamagaluru,3909.0,20,TotalNPK,5115,30.851880276285492,1206.0,0.21211811884797666,0.7878818811520234,0.2066949896178139,0.7933050103821861
DAKSHINA KANNADA,Dakshina Kannada,0.0,20,TotalNPK,0,,0.0,0.02952242070725483,0.9704775792927451,0.029076202639421032,0.970923797360579
UDUPI,Udupi,3623.0,20,TotalNPK,3800,4.885454043610268,177.0,0.023733138899015675,0.9762668611009844,0.01719272638812869,0.9828072736118713
HASSAN,Hassan,521.0,20,TotalNPK,582,11.708253358925145,61.0,0.10607607242678335,0.8939239275732167,0.10746619635508525,0.8925338036449147
KODAGU,Kodagu,45.0,20,TotalNPK,65,44.44444444444444,20.0,0.012424352898286549,0.9875756471017134,0.011401001439315616,0.9885989985606843
MANDYA,Mandya,1021.0,20,TotalNPK,1198,17.33594515181195,177.0,0.14847685016405396,0.851523149835946,0.14581037523566262,0.8541896247643374
MYSURU,Mysuru,2170.0,20,TotalNPK,2425,11.751152073732719,255.0,0.006467371491068172,0.9935326285089319,0.006163717083257313,0.9938362829167426
CHAMARAJANAGAR,Chamarajanagara,8867.0,20,TotalNPK,9882,11.446938085034397,1015.0,0.09031474055170738,0.9096852594482926,0.08386142025988769,0.9161385797401123
BELAGAVI,Belagavi,39530.0,20,TotalNPK,45673,15.540096129521883,6143.0,0.2576536638716733,0.7423463361283267,0.2601860974274768,0.7398139025725232
VIJAYAPURA,Vijayapura,27528.0,20,TotalNPK,29880,8.54402789886661,2352.0,0.032545388261028096,0.967454611738972,0.005383445843215928,0.9946165541567841
BAGALKOT,Bagalkote,25444.0,20,TotalNPK,29748,16.91557931142902,4304.0,0.0819832300401021,0.9180167699598979,0.057232865048956916,0.9427671349510431
DHARAWAD,Dharwad,21178.0,20,TotalNPK,23974,13.202379828123526,2796.0,0.030200510390083868,0.9697994896099161,0.023350361856109003,0.9766496381438909
GADAG,Gadag,31332.0,20,TotalNPK,33680,7.493935912166474,2348.0,0.08125410134888805,0.9187458986511119,0.055919583669994166,0.9440804163300058
HAVERI,Haveri,18309.0,20,TotalNPK,20095,9.75476541591567,1786.0,0.0189802614447164,0.9810197385552836,0.012057236687778555,0.9879427633122214
UTTARA KANNADA,Uttara Kannada,3825.0,20,TotalNPK,4127,7.895424836601308,302.0,0.18596573095151295,0.8140342690484871,0.1780964544182935,0.8219035455817065
BALLARI,Ballari,22938.5,20,TotalNPK,25742,12.221810493275498,2803.5,0.11273787823550857,0.8872621217644914,0.112473392933163,0.8875266070668371
BIDAR,Bidar,261.0,20,TotalNPK,296,13.409961685823754,35.0,0.04160408312067079,0.9583959168793292,0.03704920026759107,0.9629507997324089
KALABURAGI,Kalaburagi,3114.0,20,TotalNPK,3342,7.321772639691715,228.0,0.24246931583424478,0.7575306841657552,0.23573962577793994,0.7642603742220601
YADGIRI,Yadgir,31435.0,20,TotalNPK,37994,20.86527755686337,6559.0,0.17841779074006564,0.8215822092599343,0.2040584645948631,0.7959415354051369
RAICHUR,Raichur,26958.0,20,TotalNPK,30430,12.87929371615105,3472.0,0.007400656215822088,0.9925993437841779,0.009287842851061268,0.9907121571489388
KOPPAL,Koppal,29982.0,20,TotalNPK,32604,8.745247148288973,2622.0,0.0592023332118119,0.9407976667881881,0.04300431794684667,0.9569956820531533
VIJAYANAGARA,Vijayanagara,22938.5,20,TotalNPK,25742,12.221810493275498,2803.5,0.12175841536031112,0.8782415846396889,0.12171542094913734,0.8782845790508627
BENGALURU,Bengaluru Urban,71.0,20,AreaUnderOilSeeds_GroundNut,80,12.676056338028168,9.0,0.03568355814801312,0.9643164418519868,0.03273988212662199,0.967260117873378
BENGALURU(R),Bengaluru Rural,206.0,20,AreaUnderOilSeeds_GroundNut,229,11.165048543689322,23.0,0.16460517681370762,0.8353948231862924,0.16983323735189249,0.8301667626481075
RAMANAGARA,Ramanagara,4830.0,20,AreaUnderOilSeeds_GroundNut,5275,9.213250517598343,445.0,0.07478235508567264,0.9252176449143273,0.0834695452930293,0.9165304547069707
CHITRADURGA,Chitradurga,68575.0,20,AreaUnderOilSeeds_GroundNut,81613,19.012759752096244,13038.0,0.6908377688662048,0.30916223113379515,0.6883364169923909,0.3116635830076091
DAVANAGERE,Davanagere,16592.0,20,AreaUnderOilSeeds_GroundNut,18651,12.409594985535199,2059.0,0.09081540891967432,0.9091845910803257,0.10419295945498885,0.8958070405450111
KOLAR,Kolar,5810.0,20,AreaUnderOilSeeds_GroundNut,6970,19.965576592082616,1160.0,0.031221290557783443,0.9687787094422166,0.02417507014813817,0.9758249298518619
CHIKKABALLAPURA,Chikkaballapura,7132.0,20,AreaUnderOilSeeds_GroundNut,9765,36.918115535614135,2633.0,0.11785636164783082,0.8821436383521691,0.10726232340435961,0.8927376765956404
SHIVAMOGGA,Shivamogga,248.0,20,AreaUnderOilSeeds_GroundNut,307,23.790322580645164,59.0,0.13129566168428727,0.8687043383157127,0.12412728364353717,0.8758727163564628
TUMAKURU,Tumakuru,39626.0,20,AreaUnderOilSeeds_GroundNut,48358,22.036036945439864,8732.0,0.39828758918806306,0.6017124108119369,0.411440054193047,0.588559945806953
CHIKKAMAGALURU,Chikkamagaluru,3909.0,20,AreaUnderOilSeeds_GroundNut,4722,20.79815809669992,813.0,0.21211811884797666,0.7878818811520234,0.21073323402609184,0.7892667659739081
DAKSHINA KANNADA,Dakshina Kannada,0.0,20,AreaUnderOilSeeds_GroundNut,0,,0.0,0.02952242070725483,0.9704775792927451,0.02845747613738007,0.97154252386262
UDUPI,Udupi,3623.0,20,AreaUnderOilSeeds_GroundNut,3875,6.955561689207839,252.0,0.023733138899015675,0.9762668611009844,0.019509759474593512,0.9804902405254065
HASSAN,Hassan,521.0,20,AreaUnderOilSeeds_GroundNut,640,22.84069097888676,119.0,0.10607607242678335,0.8939239275732167,0.10824255939617465,0.8917574406038253
KODAGU,Kodagu,45.0,20,AreaUnderOilSeeds_GroundNut,53,17.77777777777778,8.0,0.012424352898286549,0.9875756471017134,0.01217943219830174,0.9878205678016982
MANDYA,Mandya,1021.0,20,AreaUnderOilSeeds_GroundNut,1210,18.51126346718903,189.0,0.14847685016405396,0.851523149835946,0.1501795057160011,0.8498204942839989
MYSURU,Mysuru,2170.0,20,AreaUnderOilSeeds_GroundNut,2501,15.253456221198155,331.0,0.006467371491068172,0.9935326285089319,0.007529437712129199,0.9924705622878708
CHAMARAJANAGAR,Chamarajanagara,8867.0,20,AreaUnderOilSeeds_GroundNut,10559,19.081989398894777,1692.0,0.09031474055170738,0.9096852594482926,0.09267722870947848,0.9073227712905215
BELAGAVI,Belagavi,39530.0,20,AreaUnderOilSeeds_GroundNut,44849,13.455603339236022,5319.0,0.2576536638716733,0.7423463361283267,0.23624667638734032,0.7637533236126597
VIJAYAPURA,Vijayapura,27528.0,20,AreaUnderOilSeeds_GroundNut,31050,12.794245858761988,3522.0,0.032545388261028096,0.967454611738972,0.029767316481442874,0.9702326835185571
BAGALKOT,Bagalkote,25444.0,20,AreaUnderOilSeeds_GroundNut,29187,14.710737305455119,3743.0,0.0819832300401021,0.9180167699598979,0.07275556590249105,0.927244434097509
DHARAWAD,Dharwad,21178.0,20,AreaUnderOilSeeds_GroundNut,26317,24.26574747379356,5139.0,0.030200510390083868,0.9697994896099161,0.005222819893889397,0.9947771801061106
GADAG,Gadag,31332.0,20,AreaUnderOilSeeds_GroundNut,37185,18.680582152432017,5853.0,0.08125410134888805,0.9187458986511119,0.09020446672536409,0.9097955332746359
HAVERI,Haveri,18309.0,20,AreaUnderOilSeeds_GroundNut,20837,13.807417117264734,2528.0,0.0189802614447164,0.9810197385552836,0.006737372022314364,0.9932626279776856
UTTARA KANNADA,Uttara Kannada,3825.0,20,AreaUnderOilSeeds_GroundNut,4102,7.241830065359476,277.0,0.18596573095151295,0.8140342690484871,0.18544839670150587,0.8145516032984941
BALLARI,Ballari,22938.5,20,AreaUnderOilSeeds_GroundNut,27724,20.86230573054036,4785.5,0.11273787823550857,0.8872621217644914,0.09536645947511863,0.9046335405248813
BIDAR,Bidar,261.0,20,AreaUnderOilSeeds_GroundNut,289,10.727969348659004,28.0,0.04160408312067079,0.9583959168793292,0.039111416073419676,0.9608885839265803
KALABURAGI,Kalaburagi,3114.0,20,AreaUnderOilSeeds_GroundNut,3481,11.78548490687219,367.0,0.24246931583424478,0.7575306841657552,0.228991296321256,0.771008703678744
YADGIRI,Yadgir,31435.0,20,AreaUnderOilSeeds_GroundNut,35170,11.88166056942898,3735.0,0.17841779074006564,0.8215822092599343,0.16567213556663768,0.8343278644333623
RAICHUR,Raichur,26958.0,20,AreaUnderOilSeeds_GroundNut,30416,12.827361080198829,3458.0,0.007400656215822088,0.9925993437841779,0.00778062318503181,0.9922193768149682
KOPPAL,Koppal,29982.0,20,AreaUnderOilSeeds_GroundNut,32124,7.144286571943166,2142.0,0.0592023332118119,0.9407976667881881,0.020545746388442976,0.979454253611557
VIJAYANAGARA,Vijayanagara,22938.5,20,AreaUnderOilSeeds_GroundNut,27724,20.86230573054036,4785.5,0.12175841536031112,0.8782415846396889,0.10576337920020912,0.8942366207997909
BENGALURU,Bengaluru Urban,71.0,20,MotorVehicles_Tractors,128,80.28169014084507,57.0,0.03568355814801312,0.9643164418519868,0.037898812404601474,0.9621011875953985
BENGALURU(R),Bengaluru Rural,206.0,20,MotorVehicles_Tractors,212,2.912621359223301,6.0,0.16460517681370762,0.8353948231862924,0.18337614633359392,0.8166238536664061
RAMANAGARA,Ramanagara,4830.0,20,MotorVehicles_Tractors,6152,27.370600414078677,1322.0,0.07478235508567264,0.9252176449143273,0.07307744809699315,0.9269225519030069
CHITRADURGA,Chitradurga,68575.0,20,MotorVehicles_Tractors,80583,17.510754648195405,12008.0,0.6908377688662048,0.30916223113379515,0.6811362197982205,0.3188637802017795
DAVANAGERE,Davanagere,16592.0,20,MotorVehicles_Tractors,18558,11.849083895853424,1966.0,0.09081540891967432,0.9091845910803257,0.10216795105667445,0.8978320489433256
KOLAR,Kolar,5810.0,20,MotorVehicles_Tractors,10481,80.39586919104991,4671.0,0.031221290557783443,0.9687787094422166,0.07283173870419318,0.9271682612958068
